id,raw_image_filepath,scored_image_filepath,sorted_image_filepath,cpc_filepath,scored_image_width,scored_image_height,scored_image_timestamp,raw_image_timestamp,cpc_content
PB084364,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084364.JPG,,,,,,,2023:11:08 14:34:38,
PB084365,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084365.JPG,,,,,,,2023:11:08 14:35:14,
PB084366,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084366.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084366.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084366.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084366.cpc,4000,3000,2023:11:08 14:42:12,2023:11:08 14:42:12,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084366.JPG"",60000,45000,19632,14733
0,45009.17
59984.73,45009.17
59984.73,0
0,0
10
27766,12894
25293,14170
22741,40639
55490,27761
30907,19637
37281,34274
4348,36675
1774,18138
40031,23439
28821,37403
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AB"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""SW"",""Notes"",""""
""F"",""AB"",""Notes"",""""
""G"",""SW"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AB"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084367,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084367.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084367.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084367.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084367.cpc,4000,3000,2023:11:08 14:42:55,2023:11:08 14:42:55,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084367.JPG"",60000,45000,19634,14731
0,44975.55
60018.32,44975.55
60018.32,0
0,0
10
49741,1333
7099,32197
5104,20309
31223,36117
45213,32566
21687,18669
48395,18144
20676,20349
37807,13272
50162,9267
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""SW"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""HC"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084368,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084368.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084368.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084368.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084368.cpc,4000,3000,2023:11:08 14:43:44,2023:11:08 14:43:44,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084368.JPG"",60000,45000,19638,14727
0,45000
59993.89,45000
59993.89,0
0,0
10
18369,31075
55851,33678
11748,10488
51126,606
37132,10319
53138,14821
45585,38726
34022,26102
58071,10060
57586,28519
""A"",""HC"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AB"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""TWB"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084369,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084369.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084369.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084369.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084369.cpc,4000,3000,2023:11:08 14:44:28,2023:11:08 14:44:28,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084369.JPG"",60000,45000,19642,14723
0,45012.22
59981.67,45012.22
59981.67,0
0,0
10
35591,15136
24267,36143
14084,207
42382,2254
52990,3571
11303,23394
35818,10701
44136,2776
35488,38091
51639,11193
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""TWB"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084370,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084370.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084370.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084370.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084370.cpc,4000,3000,2023:11:08 14:45:25,2023:11:08 14:45:25,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084370.JPG"",60000,45000,19631,14734
0,44978.6
60015.27,44978.6
60015.27,0
0,0
10
7872,20092
5957,9704
40892,25936
16451,1540
57954,3977
20045,31164
264,27192
21312,40698
8101,7693
54227,41614
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""SW"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""TWB"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084371,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084371.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084371.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084371.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084371.cpc,4000,3000,2023:11:08 14:46:11,2023:11:08 14:46:11,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084371.JPG"",60000,45000,19635,14730
0,44990.84
60003.06,44990.84
60003.06,0
0,0
10
47863,25075
56448,16571
5688,17509
811,25712
36991,29108
22665,15065
55704,9494
33532,10855
25901,26643
47187,31761
""A"",""AA"",""Notes"",""""
""B"",""AB"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AB"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""HC"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084372,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084372.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084372.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084372.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084372.cpc,4000,3000,2023:11:08 14:47:04,2023:11:08 14:47:04,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084372.JPG"",60000,45000,19639,14726
0,45003.06
59990.84,45003.06
59990.84,0
0,0
10
9879,10298
170,39374
38046,11783
3586,26004
51956,44845
53333,33507
50233,38217
16958,19749
48072,4439
58590,24554
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AB"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084373,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084373.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084373.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084373.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084373.cpc,4000,3000,2023:11:08 14:47:56,2023:11:08 14:47:56,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084373.JPG"",60000,45000,19643,14722
0,45015.28
59978.62,45015.28
59978.62,0
0,0
10
52505,736
40385,42095
33768,21866
9565,22377
24402,19962
846,4202
27352,9374
56038,32360
18084,5504
14910,4575
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""SW"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084374,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084374.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084374.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084374.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084374.cpc,4000,3000,2023:11:08 14:48:36,2023:11:08 14:48:36,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084374.JPG"",60000,45000,19632,14733
0,44981.68
60012.22,44981.68
60012.22,0
0,0
10
38587,8295
13656,678
6529,24907
58806,26592
35266,14685
30441,8930
16829,16585
21531,19990
22452,9445
42497,30828
""A"",""AB"",""Notes"",""""
""B"",""AB"",""Notes"",""""
""C"",""OTL"",""Notes"",""""
""D"",""SW"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084375,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084375.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084375.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084375.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084375.cpc,4000,3000,2023:11:08 14:49:28,2023:11:08 14:49:28,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084375.JPG"",60000,45000,19633,14732
0,44993.89
60000,44993.89
60000,0
0,0
10
10930,34316
6462,570
46338,16455
2713,41203
49057,23463
11970,10996
8623,13612
11191,30352
47550,29800
57267,35459
""A"",""AA"",""Notes"",""""
""B"",""TWB"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""SW"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084376,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084376.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084376.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084376.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084376.cpc,4000,3000,2023:11:08 14:51:33,2023:11:08 14:51:33,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084376.JPG"",60000,45000,19631,14734
0,45006.11
59987.78,45006.11
59987.78,0
0,0
10
16909,6793
9075,40277
27746,7887
29992,36307
26259,6570
41007,3127
10251,30753
46291,31656
44534,7465
37890,4208
""A"",""AA"",""Notes"",""""
""B"",""TWB"",""Notes"",""""
""C"",""AB"",""Notes"",""""
""D"",""SW"",""Notes"",""""
""E"",""AB"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AB"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""OTL"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084377,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084377.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084377.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084377.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084377.cpc,4000,3000,2023:11:08 14:52:30,2023:11:08 14:52:30,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084377.JPG"",60000,45000,19644,14721
0,45018.34
59975.56,45018.34
59975.56,0
0,0
10
16559,29505
7404,23090
8176,43805
5604,24836
40901,19435
50835,1100
52896,35046
26582,41963
3362,10768
27256,13401
""A"",""AB"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""SW"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""TWB"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084378,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084378.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084378.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084378.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084378.cpc,4000,3000,2023:11:08 14:53:49,2023:11:08 14:53:49,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084378.JPG"",60000,45000,19642,14723
0,45012.22
59981.67,45012.22
59981.67,0
0,0
10
41918,1959
5569,9490
55882,21540
22881,9271
32341,17861
21710,23579
32188,33023
414,34036
43794,22682
12662,8152
""A"",""AB"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""AB"",""Notes"",""""
""F"",""AB"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AB"",""Notes"",""""
""J"",""HC"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084379,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084379.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084379.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084379.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084379.cpc,4000,3000,2023:11:08 14:55:27,2023:11:08 14:55:27,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084379.JPG"",60000,45000,19638,14727
0,45000
59993.89,45000
59993.89,0
0,0
10
46378,44113
55913,20519
5698,4035
43705,42672
54310,29122
57752,3394
46156,44356
5909,40998
47449,13161
36322,44932
""A"",""AB"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AB"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AB"",""Notes"",""""
""H"",""TWB"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""AB"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084380,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084380.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084380.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084380.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084380.cpc,4000,3000,2023:11:08 14:56:59,2023:11:08 14:56:59,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084380.JPG"",60000,45000,19634,14731
0,44987.78
60006.12,44987.78
60006.12,0
0,0
10
3981,31305
32013,17467
56616,8363
1201,4225
44148,25120
24877,31863
51784,18934
48096,27820
52403,31250
11296,11551
""A"",""HC"",""Notes"",""""
""B"",""AB"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084381,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084381.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084381.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084381.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084381.cpc,4000,3000,2023:11:08 14:58:03,2023:11:08 14:58:03,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084381.JPG"",60000,45000,19630,14735
0,44975.55
60018.32,44975.55
60018.32,0
0,0
10
25533,19637
15948,36855
1161,11132
4423,7373
17945,30990
9566,22671
57929,9026
53735,15272
37270,18191
49066,22379
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""SW"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084382,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084382.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084382.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084382.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084382.cpc,4000,3000,2023:11:08 14:59:12,2023:11:08 14:59:12,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084382.JPG"",60000,45000,19641,14724
0,45009.17
59984.73,45009.17
59984.73,0
0,0
10
10855,28177
9963,26410
40743,8756
9338,10728
30230,31107
50468,40580
3877,5919
13580,30461
40908,38376
26018,6200
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""SW"",""Notes"",""""
""G"",""AB"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084383,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084383.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084383.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084383.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084383.cpc,4000,3000,2023:11:08 15:00:45,2023:11:08 15:00:45,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084383.JPG"",60000,45000,19637,14728
0,44996.95
59996.95,44996.95
59996.95,0
0,0
10
57949,33840
53860,9375
44441,10271
46969,7399
46056,3015
12740,16358
51334,29273
17330,32531
55410,30311
41606,30805
""A"",""TWB"",""Notes"",""""
""B"",""AB"",""Notes"",""""
""C"",""AB"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""SW"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
PB084384,C-30\SHINE-1737(Toroso A)\RAW\OLYMPUSTG6_CBRACT_2_01\PB084384.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084384.JPG,C-30\SHINE-1737(Toroso A)\SORTED\2\PB084384.JPG,C-30\SHINE-1737(Toroso A)\SCORED\PB084384.cpc,4000,3000,2023:11:08 15:02:14,2023:11:08 15:02:14,"""C:\CPCe_41_inst\OMLC_code-7CAT.txt"",""C:\Users\rapha\Documents\SHORE\C30\SHINE-1737(Toroso A)\SCORED\PB084384.JPG"",60000,45000,19633,14732
0,44984.73
60009.17,44984.73
60009.17,0
0,0
10
42393,33343
32271,20121
16439,41055
43983,28352
38684,39985
13648,33337
49334,10959
1706,17047
23895,40505
28944,1902
""A"",""SW"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""TWB"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""TWB"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""TWB"",""Notes"",""""
""J"",""AA"",""Notes"",""""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"" ""
"
