id,raw_image_filepath,scored_image_filepath,sorted_image_filepath,cpc_filepath,scored_image_width,scored_image_height,scored_image_timestamp,raw_image_timestamp,cpc_content
PB144097,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144097.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144097.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144097.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144097.cpc,4000,3000,2023:11:14 14:05:01,2023:11:14 14:05:01,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144097.JPG"",60000,45000,15837,11878
13036.56,41052.36
45485.89,41052.36
45485.89,8603.721
13036.56,8603.721
10
16223,35894
44009,26647
33983,25515
28884,26755
24535,30953
25536,20457
23206,19223
14086,23774
28087,40943
16955,12841
""A"",""HC"",""Notes"",""""
""B"",""HC"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""HC"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144098,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144098.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144098.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144098.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144098.cpc,4000,3000,2023:11:14 14:05:54,2023:11:14 14:05:54,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144098.JPG"",60000,45000,15837,11878
12233.38,41688.83
45834.44,41688.83
45834.44,8088.482
12233.38,8088.482
10
13348,33932
24498,19915
23461,13198
21332,9440
21331,22405
28456,9973
16925,14821
29728,41511
32587,35917
34053,34579
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""OTL"",""Notes"",""""
""D"",""OTL"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144099,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144099.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144099.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144099.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144099.cpc,4000,3000,2023:11:14 14:06:44,2023:11:14 14:06:44,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144099.JPG"",60000,45000,15837,11878
12419.02,41105.4
46103.43,41105.4
46103.43,7417.915
12419.02,7417.915
10
13853,16566
33231,38224
36528,39667
45644,25274
23504,30315
19485,24709
13606,16279
40612,37568
14764,39930
26284,36092
""A"",""AA"",""Notes"",""""
""B"",""HC"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""SW"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""OTL"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144100,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144100.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144100.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144100.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144100.cpc,4000,3000,2023:11:14 14:08:31,2023:11:14 14:08:31,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144100.JPG"",60000,45000,15837,11878
12975.94,37589.66
45997.35,37589.66
45997.35,4568.951
12975.94,4568.951
10
21801,23221
25226,15390
35644,20471
22557,20386
23636,13400
43455,10911
30467,22650
22011,11861
43635,24359
19088,11053
""A"",""AA"",""Notes"",""""
""B"",""HC"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""OTL"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""OTL"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""OTL"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""OTL"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144101,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144101.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144101.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144101.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144101.cpc,4000,3000,2023:11:14 14:09:45,2023:11:14 14:09:45,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144101.JPG"",60000,45000,15837,11878
12362.19,37070.63
45368.44,37070.63
45368.44,4065.078
12362.19,4065.078
10
34911,29996
34887,34293
14215,10606
43424,35470
41733,4267
39394,12370
41022,16355
28715,34286
13825,36328
24412,7074
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""OTL"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144102,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144102.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144102.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144102.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144102.cpc,4000,3000,2023:11:14 14:12:13,2023:11:14 14:12:13,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144102.JPG"",60000,45000,15837,11878
12464.48,37078.21
45485.89,37078.21
45485.89,4057.501
12464.48,4057.501
10
28190,34752
17015,29076
29780,36166
42062,10315
35674,25383
28952,6706
20095,24573
28849,33797
42628,11688
19450,4379
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""SW"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""OTL"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144103,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144103.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144103.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144103.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144103.cpc,4000,3000,2023:11:14 14:13:34,2023:11:14 14:13:34,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144103.JPG"",60000,45000,15837,11878
11793.9,37297.94
44800.15,37297.94
44800.15,4292.389
11793.9,4292.389
10
42358,4602
43889,21617
30436,9197
41631,26832
17841,30164
12614,16635
17666,5587
19750,4996
24877,18290
19208,37165
""A"",""OTL"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""OTL"",""Notes"",""""
""H"",""OTL"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144104,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144104.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144104.JPG,,4000,3000,2023:11:14 14:14:46,2023:11:14 14:14:46,
PB144105,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144105.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144105.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144105.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144105.cpc,4000,3000,2023:11:14 14:15:58,2023:11:14 14:15:58,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144105.JPG"",60000,45000,15837,11878
12210.65,37904.11
45857.17,37904.11
45857.17,4254.504
12210.65,4254.504
10
16355,16975
22143,26004
34813,37586
17279,31110
40756,36285
29003,34441
18903,24230
14522,27717
19864,24976
29620,10551
""A"",""HC"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""HC"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144106,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144106.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144106.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144106.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144106.cpc,4000,3000,2023:11:14 14:16:57,2023:11:14 14:16:57,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144106.JPG"",60000,45000,15837,11878
11566.58,37582.08
44572.84,37582.08
44572.84,4576.527
11566.58,4576.527
10
35504,21977
14644,17610
33078,36628
22689,28654
23711,22427
29189,31993
24800,26876
14329,31083
41938,35197
42852,24172
""A"",""AA"",""Notes"",""""
""B"",""HC"",""Notes"",""""
""C"",""SW"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""OTL"",""Notes"",""""
""H"",""HC"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""HC"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144107,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144107.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144107.JPG,,4000,3000,2023:11:14 14:18:26,2023:11:14 14:18:26,
PB144108,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144108.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144108.JPG,,4000,3000,2023:11:14 14:19:51,2023:11:14 14:19:51,
PB144109,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144109.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144109.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144109.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144109.cpc,4000,3000,2023:11:14 14:21:59,2023:11:14 14:21:59,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144109.JPG"",60000,45000,15837,11878
10729.3,38305.69
44951.7,38305.69
44951.7,4084.021
10729.3,4084.021
10
18770,32027
32659,17330
40589,28982
16187,32147
19478,12547
12071,19592
34480,9669
29671,8283
14819,11246
24176,4681
""A"",""AA"",""Notes"",""""
""B"",""OTL"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""OTL"",""Notes"",""""
""E"",""OTL"",""Notes"",""""
""F"",""OTL"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""OTL"",""Notes"",""""
""I"",""OTL"",""Notes"",""""
""J"",""OTL"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144110,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144110.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144110.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144110.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144110.cpc,4000,3000,2023:11:14 14:22:39,2023:11:14 14:22:39,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144110.JPG"",60000,45000,15837,11878
11964.39,39002.77
44970.64,39002.77
44970.64,5997.222
11964.39,5997.222
10
18895,11969
23649,6760
24095,10011
37732,15990
27366,23996
12255,9229
22316,8103
33652,34673
39495,10898
29721,37859
""A"",""HC"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""OTL"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""HC"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144111,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144111.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144111.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144111.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144111.cpc,4000,3000,2023:11:14 14:23:36,2023:11:14 14:23:36,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144111.JPG"",60000,45000,15837,11878
11968.18,38601.2
46217.09,38601.2
46217.09,4353.005
11968.18,4353.005
10
44665,22774
45358,5595
13954,25493
25176,19491
27724,28495
17891,18434
35109,26127
27512,35138
42239,8759
21544,7401
""A"",""HC"",""Notes"",""""
""B"",""SW"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""SW"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""SW"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144112,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144112.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144112.JPG,,4000,3000,2023:11:14 14:24:15,2023:11:14 14:24:15,
PB144113,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144113.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144113.JPG,,4000,3000,2023:11:14 14:25:12,2023:11:14 14:25:12,
PB144114,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144114.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144114.JPG,,4000,3000,2023:11:14 14:25:12,2023:11:14 14:25:12,
PB144115,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144115.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144115.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144115.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144115.cpc,4000,3000,2023:11:14 14:26:10,2023:11:14 14:26:10,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144115.JPG"",60000,45000,15837,11878
11831.79,38165.52
45436.64,38165.52
45436.64,4561.374
11831.79,4561.374
10
43809,29236
15995,7124
33886,6578
27042,24648
39276,10286
41937,8440
38474,14407
19537,31748
15669,15218
11845,17819
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AB"",""Notes"",""""
""D"",""AB"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""AB"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""OTL"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144116,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144116.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144116.JPG,,4000,3000,2023:11:14 14:27:05,2023:11:14 14:27:05,
PB144117,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144117.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144117.JPG,,4000,3000,2023:11:14 14:27:59,2023:11:14 14:27:59,
PB144118,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144118.JPG,,C-30\SHINE-1749(LL B)\SORTED\2\PB144118.JPG,,4000,3000,2023:11:14 14:29:58,2023:11:14 14:29:58,
PB144119,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144119.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144119.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144119.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144119.cpc,4000,3000,2023:11:14 14:31:11,2023:11:14 14:31:11,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144119.JPG"",60000,45000,15837,11878
11752.23,37680.59
44838.04,37680.59
44838.04,4591.682
11752.23,4591.682
10
36085,35774
15937,11947
25888,15427
20139,28734
32404,25507
39536,23222
34080,14691
19183,20020
16268,5468
39508,6124
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AB"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144120,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144120.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144120.JPG,C-30\SHINE-1749(LL B)\SORTED\2\PB144120.JPG,C-30\SHINE-1749(LL B)\SCORED\PB144120.cpc,4000,3000,2023:11:14 14:31:58,2023:11:14 14:31:58,"""D:\Alwan Scoring - Russ (2024)\OMLC_code-7CAT.txt"",""D:\Alwan Scoring - Russ (2024)\SHINE-1749\SCORED\PB144120.JPG"",60000,45000,15837,11878
10494.41,36267.46
42917.22,36267.46
42917.22,3845.344
10494.41,3845.344
10
40401,28171
29656,22024
38547,23600
18580,26301
37530,30189
22237,5818
19327,5928
27124,31090
40565,29358
17873,27482
""A"",""OTL"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""HC"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""HC"",""Notes"",""""
""H"",""OTL"",""Notes"",""""
""I"",""OTL"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Layag-Layag B""
""""
""""
""""
""SHINE-1749""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WRClores GAHildawa RDAgkis RMToledo RCBCorcino""
""""
""""
""""
""RCBCorcino""
"
PB144121,C-30\SHINE-1749(LL B)\RAW\OLYMPUSTG6_CBRACT2_02\PB144121.JPG,,,,,,,2023:11:14 14:32:17,
PB150740,C-30\SHINE-1750(Toroso B)\RAW\OLYMPUSTG6_CBRACT2_01\PB150740.JPG,,C-30\SHINE-1750(Toroso B)\SORTED\1\PB150740.JPG,,4000,3000,2023:11:15 09:47:11,2023:11:15 09:47:11,
PB150741,C-30\SHINE-1750(Toroso B)\RAW\OLYMPUSTG6_CBRACT2_01\PB150741.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150741.JPG,C-30\SHINE-1750(Toroso B)\SORTED\1\PB150741.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150741.cpc,4000,3000,2023:11:15 09:53:04,2023:11:15 09:53:04,"""D:\DLSUSH~1\Others\OMLC_C~1.TXT"",""D:\DLSU SHORE\For CPCE\SHINE-1750(Toroso B)\SCORED\PB150741.JPG"",60000,45000,15114,11336
13244.69,39252.95
46755.31,39252.95
46755.31,5747.045
13244.69,5747.045
10
29473,28647
15038,20487
24817,23061
35551,37621
23227,17756
34249,25179
20384,25971
36547,16874
36890,7254
32390,13206
""A"",""HC"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""AA"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""HC"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""HC"",""Notes"",""""
""""
""""
""Toroso B""
""""
""""
""""
""SHINE-1750""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WClores, RAgkis""
""""
""""
""""
""GAHildawa""
"
PB150742,C-30\SHINE-1750(Toroso B)\RAW\OLYMPUSTG6_CBRACT2_01\PB150742.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150742.JPG,C-30\SHINE-1750(Toroso B)\SORTED\1\PB150742.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150742.cpc,4000,3000,2023:11:15 09:53:58,2023:11:15 09:53:58,"""D:\DLSUSH~1\Others\OMLC_C~1.TXT"",""D:\DLSU SHORE\For CPCE\SHINE-1750(Toroso B)\SCORED\PB150742.JPG"",60000,45000,15114,11336
13645.56,38856.06
46354.44,38856.06
46354.44,6143.941
13645.56,6143.941
10
43319,12116
20947,22519
28960,37985
14470,38159
29621,37193
40632,6469
20792,33842
28013,10385
30830,7268
37268,35351
""A"",""AA"",""Notes"",""""
""B"",""AA"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""AA"",""Notes"",""""
""E"",""AA"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""HC"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Toroso B""
""""
""""
""""
""SHINE-1750""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WClores, RAgkis""
""""
""""
""""
""GAHildawa""
"
PB150743,C-30\SHINE-1750(Toroso B)\RAW\OLYMPUSTG6_CBRACT2_01\PB150743.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150743.JPG,C-30\SHINE-1750(Toroso B)\SORTED\1\PB150743.JPG,C-30\SHINE-1750(Toroso B)\SCORED\PB150743.cpc,4000,3000,2023:11:15 09:54:49,2023:11:15 09:54:49,"""D:\DLSUSH~1\Others\OMLC_C~1.TXT"",""D:\DLSU SHORE\For CPCE\SHINE-1750(Toroso B)\SCORED\PB150743.JPG"",60000,45000,15114,11336
13570.15,38927.5
46429.85,38927.5
46429.85,6072.5
13570.15,6072.5
10
27875,24475
15262,10731
18704,37399
14750,32620
17751,25601
15884,28441
14040,34508
39825,14886
30830,17054
34974,20833
""A"",""AA"",""Notes"",""""
""B"",""HC"",""Notes"",""""
""C"",""AA"",""Notes"",""""
""D"",""HC"",""Notes"",""""
""E"",""HC"",""Notes"",""""
""F"",""HC"",""Notes"",""""
""G"",""AA"",""Notes"",""""
""H"",""AA"",""Notes"",""""
""I"",""AA"",""Notes"",""""
""J"",""AA"",""Notes"",""""
""""
""""
""Toroso B""
""""
""""
""""
""SHINE-1750""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""""
""WClores, RAgkis""
""""
""""
""""
""GAHildawa""
"
